,neighborhood,building_class_at_time_of_sale,block,lot,residential_units,tax_class_at_time_of_sale,year_built,sale_price,sale_date,building_class_1,building_class_2
23926,SPRINGFIELD GARDENS,A1,13268.0,231.0,1,1.0,1920-01-01,460000.0,2019-04-10,A,1
23927,SPRINGFIELD GARDENS,A1,13270.0,39.0,1,1.0,1940-01-01,430000.0,2019-12-16,A,1
23928,SPRINGFIELD GARDENS,A1,13270.0,72.0,1,1.0,1940-01-01,10.0,2019-10-18,A,1
23929,SPRINGFIELD GARDENS,A1,13270.0,75.0,1,1.0,1940-01-01,555000.0,2019-06-27,A,1
23930,SPRINGFIELD GARDENS,A1,13272.0,38.0,1,1.0,1920-01-01,445000.0,2019-08-23,A,1
23931,SPRINGFIELD GARDENS,A1,13272.0,40.0,1,1.0,1920-01-01,300000.0,2019-10-02,A,1
23932,SPRINGFIELD GARDENS,A5,13278.0,78.0,1,1.0,1950-01-01,581880.0,2019-07-12,A,5
23933,SPRINGFIELD GARDENS,A1,13280.0,20.0,1,1.0,1930-01-01,247000.0,2019-06-05,A,1
23934,SPRINGFIELD GARDENS,A5,13283.0,140.0,1,1.0,1950-01-01,415000.0,2019-09-27,A,5
23935,SPRINGFIELD GARDENS,A5,13283.0,151.0,1,1.0,1950-01-01,499000.0,2019-05-29,A,5
23936,SPRINGFIELD GARDENS,A2,13284.0,115.0,1,1.0,1960-01-01,5000.0,2019-03-11,A,2
23937,SPRINGFIELD GARDENS,A2,13287.0,56.0,1,1.0,1955-01-01,880000.0,2019-05-30,A,2
23939,SPRINGFIELD GARDENS,A1,13289.0,8.0,1,1.0,1925-01-01,486720.0,2019-04-04,A,1
23940,SPRINGFIELD GARDENS,A2,13290.0,40.0,1,1.0,1940-01-01,498000.0,2019-06-26,A,2
23942,SPRINGFIELD GARDENS,A1,13306.0,174.0,1,1.0,1930-01-01,400000.0,2019-09-19,A,1
23943,SPRINGFIELD GARDENS,A2,13306.0,190.0,1,1.0,1930-01-01,400000.0,2019-07-29,A,2
23944,SPRINGFIELD GARDENS,A1,13307.0,125.0,1,1.0,1940-01-01,213750.0,2019-04-04,A,1
23945,SPRINGFIELD GARDENS,A1,13308.0,28.0,1,1.0,1950-01-01,700000.0,2019-03-27,A,1
23946,SPRINGFIELD GARDENS,A1,13309.0,58.0,1,1.0,1925-01-01,564796.0,2019-03-04,A,1
23947,SPRINGFIELD GARDENS,A1,13310.0,45.0,1,1.0,1920-01-01,302672.0,2019-08-21,A,1
23948,SPRINGFIELD GARDENS,A1,13312.0,75.0,1,1.0,1925-01-01,228000.0,2019-12-13,A,1
23949,SPRINGFIELD GARDENS,A1,13312.0,85.0,1,1.0,1925-01-01,557000.0,2019-04-16,A,1
23951,SPRINGFIELD GARDENS,A1,13316.0,26.0,1,1.0,1930-01-01,223120.0,2019-09-17,A,1
23953,SPRINGFIELD GARDENS,A2,13318.0,49.0,1,1.0,1945-01-01,476000.0,2019-11-07,A,2
23954,SPRINGFIELD GARDENS,A2,13320.0,24.0,1,1.0,1950-01-01,10000.0,2019-02-07,A,2
23956,SPRINGFIELD GARDENS,A2,13323.0,37.0,1,1.0,1955-01-01,446000.0,2019-01-07,A,2
23957,SPRINGFIELD GARDENS,A2,13325.0,50.0,1,1.0,1950-01-01,500000.0,2019-10-10,A,2
23958,SPRINGFIELD GARDENS,A5,13328.0,68.0,1,1.0,2005-01-01,490000.0,2019-08-09,A,5
23959,SPRINGFIELD GARDENS,A2,13330.0,47.0,1,1.0,1950-01-01,280000.0,2019-02-07,A,2
23960,SPRINGFIELD GARDENS,A1,13341.0,56.0,1,1.0,1915-01-01,25000.0,2019-05-30,A,1
23961,SPRINGFIELD GARDENS,A1,13341.0,56.0,1,1.0,1915-01-01,425000.0,2019-09-12,A,1
23962,SPRINGFIELD GARDENS,A1,13341.0,56.0,1,1.0,1915-01-01,225000.0,2019-08-01,A,1
23963,SPRINGFIELD GARDENS,A1,13342.0,1.0,1,1.0,1930-01-01,539000.0,2019-10-23,A,1
23964,SPRINGFIELD GARDENS,A1,13342.0,36.0,1,1.0,1930-01-01,540000.0,2019-05-06,A,1
23966,SPRINGFIELD GARDENS,A2,13346.0,88.0,1,1.0,1950-01-01,250000.0,2019-06-24,A,2
23968,SPRINGFIELD GARDENS,A2,13354.0,51.0,1,1.0,1920-01-01,375000.0,2019-12-06,A,2
23970,SPRINGFIELD GARDENS,A2,13354.0,51.0,1,1.0,1920-01-01,355000.0,2019-11-27,A,2
23971,SPRINGFIELD GARDENS,A1,13356.0,7.0,1,1.0,1925-01-01,375000.0,2019-12-13,A,1
23972,SPRINGFIELD GARDENS,A5,13356.0,21.0,1,1.0,2009-01-01,454000.0,2019-09-06,A,5
23973,SPRINGFIELD GARDENS,A1,15013.0,35.0,1,1.0,1920-01-01,20700.0,2019-09-30,A,1
23974,SPRINGFIELD GARDENS,A1,15013.0,42.0,1,1.0,1920-01-01,520000.0,2019-11-08,A,1
23975,SPRINGFIELD GARDENS,A2,15015.0,303.0,1,1.0,1945-01-01,435000.0,2019-03-15,A,2
24261,ST. ALBANS,A5,10270.0,83.0,1,1.0,1945-01-01,342000.0,2019-01-24,A,5
24262,ST. ALBANS,A5,10270.0,86.0,1,1.0,1945-01-01,420000.0,2019-08-22,A,5
24263,ST. ALBANS,A5,10270.0,98.0,1,1.0,1960-01-01,450000.0,2019-05-14,A,5
24264,ST. ALBANS,A1,10270.0,110.0,1,1.0,1920-01-01,475000.0,2019-11-08,A,1
24265,ST. ALBANS,A1,10271.0,14.0,1,1.0,1925-01-01,432917.0,2019-10-07,A,1
24268,ST. ALBANS,A5,10271.0,136.0,1,1.0,1950-01-01,363500.0,2019-06-26,A,5
24270,ST. ALBANS,A5,10271.0,160.0,1,1.0,1955-01-01,428000.0,2019-06-11,A,5
24271,ST. ALBANS,A1,10272.0,1.0,1,1.0,1930-01-01,453600.0,2019-04-15,A,1
24272,ST. ALBANS,A1,10272.0,10.0,1,1.0,1930-01-01,385320.0,2019-05-31,A,1
24273,ST. ALBANS,A1,10272.0,11.0,1,1.0,1930-01-01,360000.0,2019-08-23,A,1
24274,ST. ALBANS,A5,10272.0,122.0,1,1.0,1945-01-01,416216.0,2019-08-29,A,5
24275,ST. ALBANS,A1,10273.0,81.0,1,1.0,1930-01-01,10.0,2019-08-25,A,1
24276,ST. ALBANS,A5,10273.0,89.0,1,1.0,1945-01-01,443000.0,2019-02-06,A,5
24277,ST. ALBANS,A5,10273.0,103.0,1,1.0,1945-01-01,280000.0,2019-10-30,A,5
24279,ST. ALBANS,A5,10274.0,34.0,1,1.0,1960-01-01,490000.0,2019-05-10,A,5
24280,ST. ALBANS,A1,10275.0,24.0,1,1.0,1935-01-01,535000.0,2019-07-19,A,1
24281,ST. ALBANS,A1,10275.0,53.0,1,1.0,1935-01-01,314820.0,2019-03-14,A,1
24282,ST. ALBANS,A2,10276.0,22.0,1,1.0,1955-01-01,400000.0,2019-10-16,A,2
24283,ST. ALBANS,A1,10276.0,46.0,1,1.0,1925-01-01,579000.0,2019-10-09,A,1
24284,ST. ALBANS,A1,10276.0,52.0,1,1.0,1925-01-01,320000.0,2019-05-22,A,1
24285,ST. ALBANS,A5,10282.0,71.0,1,1.0,1930-01-01,515000.0,2019-07-26,A,5
24286,ST. ALBANS,A1,10283.0,119.0,1,1.0,1920-01-01,482400.0,2019-12-27,A,1
24289,ST. ALBANS,A2,10291.0,6.0,1,1.0,1965-01-01,431000.0,2019-04-10,A,2
24291,ST. ALBANS,A1,10292.0,82.0,1,1.0,1920-01-01,350000.0,2019-08-28,A,1
24293,ST. ALBANS,A1,10294.0,48.0,1,1.0,1925-01-01,416000.0,2019-06-14,A,1
24294,ST. ALBANS,A5,10295.0,48.0,1,1.0,1940-01-01,570000.0,2019-12-12,A,5
24295,ST. ALBANS,A5,10295.0,57.0,1,1.0,1940-01-01,485000.0,2019-02-20,A,5
24300,ST. ALBANS,A2,10298.0,98.0,1,1.0,1950-01-01,540000.0,2019-03-12,A,2
24301,ST. ALBANS,A1,10299.0,21.0,1,1.0,1915-01-01,446460.0,2019-10-28,A,1
24303,ST. ALBANS,A2,10300.0,28.0,1,1.0,1945-01-01,618500.0,2019-07-29,A,2
24304,ST. ALBANS,A5,10304.0,89.0,1,1.0,1960-01-01,510000.0,2019-12-04,A,5
24305,ST. ALBANS,A5,10304.0,100.0,1,1.0,1960-01-01,299000.0,2019-08-26,A,5
24306,ST. ALBANS,A5,10304.0,129.0,1,1.0,1950-01-01,500000.0,2019-02-28,A,5
24307,ST. ALBANS,A5,10304.0,144.0,1,1.0,1950-01-01,500000.0,2019-09-24,A,5
24309,ST. ALBANS,A1,10306.0,36.0,1,1.0,1930-01-01,66667.0,2019-09-24,A,1
24310,ST. ALBANS,A9,10307.0,27.0,1,1.0,1955-01-01,570000.0,2019-06-27,A,9
24311,ST. ALBANS,A1,10308.0,39.0,1,1.0,1930-01-01,732500.0,2019-10-31,A,1
24312,ST. ALBANS,A1,10308.0,46.0,1,1.0,1930-01-01,565000.0,2019-12-20,A,1
24313,ST. ALBANS,A1,10309.0,50.0,1,1.0,1925-01-01,20000.0,2019-07-26,A,1
24314,ST. ALBANS,A1,10310.0,20.0,1,1.0,1925-01-01,682500.0,2019-08-09,A,1
24315,ST. ALBANS,A1,10311.0,16.0,1,1.0,1925-01-01,177650.0,2019-11-26,A,1
24317,ST. ALBANS,A1,10314.0,31.0,1,1.0,1920-01-01,460000.0,2019-10-25,A,1
24318,ST. ALBANS,A1,10314.0,90.0,1,1.0,1920-01-01,805000.0,2019-09-03,A,1
24319,ST. ALBANS,A5,10315.0,25.0,1,1.0,1940-01-01,430000.0,2019-10-04,A,5
24321,ST. ALBANS,A2,10387.0,60.0,1,1.0,1965-01-01,365000.0,2019-04-16,A,2
24322,ST. ALBANS,A2,10388.0,7.0,1,1.0,1950-01-01,580000.0,2019-07-19,A,2
24323,ST. ALBANS,A1,10388.0,18.0,1,1.0,1995-01-01,320000.0,2019-05-28,A,1
24324,ST. ALBANS,A1,10388.0,32.0,1,1.0,1920-01-01,499000.0,2019-11-04,A,1
24325,ST. ALBANS,A1,10392.0,89.0,1,1.0,1925-01-01,947365.0,2019-10-26,A,1
24326,ST. ALBANS,A1,10393.0,54.0,1,1.0,1930-01-01,800000.0,2019-02-28,A,1
24327,ST. ALBANS,A5,10394.0,17.0,1,1.0,1950-01-01,492000.0,2019-10-02,A,5
24328,ST. ALBANS,A5,10394.0,25.0,1,1.0,1950-01-01,515000.0,2019-10-03,A,5
24330,ST. ALBANS,A1,10399.0,23.0,1,1.0,1930-01-01,518000.0,2019-11-07,A,1
24332,ST. ALBANS,A1,10400.0,6.0,1,1.0,1930-01-01,565000.0,2019-11-25,A,1
24334,ST. ALBANS,A1,10402.0,45.0,1,1.0,1920-01-01,558260.0,2019-07-12,A,1
24335,ST. ALBANS,A1,10403.0,4.0,1,1.0,1920-01-01,557000.0,2019-04-15,A,1
24337,ST. ALBANS,A1,10407.0,12.0,1,1.0,1925-01-01,218000.0,2019-01-31,A,1
24338,ST. ALBANS,A1,10407.0,12.0,1,1.0,1925-01-01,635000.0,2019-12-18,A,1
24340,ST. ALBANS,A2,10408.0,11.0,1,1.0,1920-01-01,555000.0,2019-10-04,A,2
24341,ST. ALBANS,A1,10409.0,5.0,1,1.0,1920-01-01,575000.0,2019-09-27,A,1
24342,ST. ALBANS,A1,10409.0,14.0,1,1.0,1920-01-01,290000.0,2019-06-07,A,1
24343,ST. ALBANS,A1,10409.0,19.0,1,1.0,1920-01-01,459375.0,2019-06-28,A,1
24344,ST. ALBANS,A2,10409.0,28.0,1,1.0,1950-01-01,267000.0,2019-03-29,A,2
24345,ST. ALBANS,A2,10414.0,18.0,1,1.0,1940-01-01,285000.0,2019-03-20,A,2
24346,ST. ALBANS,A1,10415.0,43.0,1,1.0,1930-01-01,100.0,2019-08-27,A,1
24347,ST. ALBANS,A2,10418.0,10.0,1,1.0,1925-01-01,450000.0,2019-12-23,A,2
24348,ST. ALBANS,A1,10418.0,43.0,1,1.0,1925-01-01,10.0,2019-02-05,A,1
24350,ST. ALBANS,A1,10419.0,61.0,1,1.0,1930-01-01,541660.0,2019-12-23,A,1
24351,ST. ALBANS,A1,10420.0,70.0,1,1.0,1930-01-01,150000.0,2019-08-08,A,1
24353,ST. ALBANS,A2,10422.0,52.0,1,1.0,1950-01-01,385000.0,2019-08-28,A,2
24354,ST. ALBANS,A2,10422.0,54.0,1,1.0,1950-01-01,485000.0,2019-12-13,A,2
24355,ST. ALBANS,A2,10422.0,62.0,1,1.0,1950-01-01,525000.0,2019-03-13,A,2
24356,ST. ALBANS,A9,10425.0,20.0,1,1.0,1930-01-01,545000.0,2019-01-10,A,9
24357,ST. ALBANS,A1,10427.0,4.0,1,1.0,1930-01-01,370000.0,2019-05-02,A,1
24358,ST. ALBANS,A1,10428.0,21.0,1,1.0,1930-01-01,550000.0,2019-12-03,A,1
24359,ST. ALBANS,A2,10430.0,203.0,1,1.0,1950-01-01,530000.0,2019-10-03,A,2
24360,ST. ALBANS,A1,10430.0,241.0,1,1.0,1930-01-01,200000.0,2019-07-29,A,1
24361,ST. ALBANS,A5,10431.0,1.0,1,1.0,2007-01-01,436527.0,2019-10-18,A,5
24363,ST. ALBANS,A1,10438.0,6.0,1,1.0,1930-01-01,650000.0,2019-01-29,A,1
24364,ST. ALBANS,A1,10439.0,38.0,1,1.0,1940-01-01,632000.0,2019-04-12,A,1
24365,ST. ALBANS,A1,10923.0,11.0,1,1.0,1930-01-01,647000.0,2019-02-26,A,1
24366,ST. ALBANS,A5,10923.0,26.0,1,1.0,1920-01-01,657558.0,2019-03-25,A,5
24367,ST. ALBANS,A1,10924.0,52.0,1,1.0,1930-01-01,285000.0,2019-07-31,A,1
24368,ST. ALBANS,A1,10924.0,62.0,1,1.0,1930-01-01,529000.0,2019-01-29,A,1
24369,ST. ALBANS,A1,10924.0,80.0,1,1.0,1930-01-01,100.0,2019-03-18,A,1
24373,ST. ALBANS,A1,10929.0,36.0,1,1.0,1920-01-01,455000.0,2019-01-31,A,1
24374,ST. ALBANS,A5,10929.0,57.0,1,1.0,1920-01-01,415000.0,2019-12-11,A,5
24376,ST. ALBANS,A2,10930.0,64.0,1,1.0,1920-01-01,735000.0,2019-04-05,A,2
24378,ST. ALBANS,A1,10932.0,46.0,1,1.0,1940-01-01,1000.0,2019-07-01,A,1
24379,ST. ALBANS,A1,10933.0,58.0,1,1.0,1920-01-01,840000.0,2019-12-12,A,1
24380,ST. ALBANS,A1,10934.0,177.0,1,1.0,1920-01-01,700000.0,2019-05-01,A,1
24381,ST. ALBANS,A1,10934.0,191.0,1,1.0,1920-01-01,430000.0,2019-08-19,A,1
24384,ST. ALBANS,A1,10938.0,83.0,1,1.0,1930-01-01,92554.0,2019-11-22,A,1
24387,ST. ALBANS,A1,10940.0,122.0,1,1.0,1930-01-01,725000.0,2019-08-19,A,1
24388,ST. ALBANS,A1,10940.0,158.0,1,1.0,1930-01-01,565000.0,2019-12-09,A,1
24390,ST. ALBANS,A1,10941.0,223.0,1,1.0,1920-01-01,525000.0,2019-06-05,A,1
24393,ST. ALBANS,A1,10943.0,214.0,1,1.0,1925-01-01,565000.0,2019-09-27,A,1
24394,ST. ALBANS,A1,10943.0,231.0,1,1.0,1925-01-01,625000.0,2019-04-18,A,1
24395,ST. ALBANS,A5,10946.0,161.0,1,1.0,1940-01-01,490000.0,2019-01-17,A,5
24396,ST. ALBANS,A5,10946.0,162.0,1,1.0,1940-01-01,290000.0,2019-05-15,A,5
24397,ST. ALBANS,A5,10946.0,162.0,1,1.0,1940-01-01,599000.0,2019-08-30,A,5
24398,ST. ALBANS,A1,10946.0,180.0,1,1.0,1920-01-01,282000.0,2019-10-24,A,1
24399,ST. ALBANS,A1,10947.0,39.0,1,1.0,1920-01-01,580000.0,2019-09-04,A,1
24400,ST. ALBANS,A1,10947.0,56.0,1,1.0,1920-01-01,438000.0,2019-12-13,A,1
24401,ST. ALBANS,A1,10948.0,89.0,1,1.0,1930-01-01,184000.0,2019-10-24,A,1
24402,ST. ALBANS,A1,10948.0,98.0,1,1.0,1930-01-01,444272.0,2019-10-10,A,1
24406,ST. ALBANS,A1,10951.0,122.0,1,1.0,1920-01-01,450000.0,2019-10-28,A,1
24407,ST. ALBANS,A1,10951.0,123.0,1,1.0,1920-01-01,609000.0,2019-04-15,A,1
24408,ST. ALBANS,A1,10951.0,138.0,1,1.0,1935-01-01,345000.0,2019-07-17,A,1
24409,ST. ALBANS,A1,10951.0,146.0,1,1.0,1935-01-01,160000.0,2019-02-19,A,1
24410,ST. ALBANS,A1,10953.0,24.0,1,1.0,1940-01-01,517000.0,2019-01-16,A,1
24411,ST. ALBANS,A1,10953.0,61.0,1,1.0,1940-01-01,560000.0,2019-08-12,A,1
24412,ST. ALBANS,A1,10954.0,46.0,1,1.0,1940-01-01,5000.0,2019-06-28,A,1
24413,ST. ALBANS,A1,10955.0,6.0,1,1.0,1925-01-01,2000.0,2019-05-03,A,1
24414,ST. ALBANS,A1,10957.0,475.0,1,1.0,1925-01-01,600000.0,2019-12-06,A,1
24417,ST. ALBANS,A1,10958.0,432.0,1,1.0,1920-01-01,655000.0,2019-05-31,A,1
24418,ST. ALBANS,A1,10960.0,604.0,1,1.0,1920-01-01,830684.0,2019-06-28,A,1
24421,ST. ALBANS,A1,10961.0,537.0,1,1.0,1925-01-01,555000.0,2019-09-03,A,1
24423,ST. ALBANS,A1,10962.0,411.0,1,1.0,1925-01-01,455000.0,2019-08-20,A,1
24424,ST. ALBANS,A1,10962.0,432.0,1,1.0,1925-01-01,395460.0,2019-11-05,A,1
24425,ST. ALBANS,A1,10963.0,191.0,1,1.0,1940-01-01,550000.0,2019-01-07,A,1
24426,ST. ALBANS,A5,10963.0,199.0,1,1.0,1950-01-01,495000.0,2019-06-10,A,5
24427,ST. ALBANS,A1,10963.0,221.0,1,1.0,1935-01-01,350000.0,2019-09-05,A,1
24428,ST. ALBANS,A5,10964.0,128.0,1,1.0,1940-01-01,462000.0,2019-06-14,A,5
24429,ST. ALBANS,A5,10964.0,130.0,1,1.0,1940-01-01,471000.0,2019-04-12,A,5
24431,ST. ALBANS,A5,10964.0,131.0,1,1.0,1940-01-01,302000.0,2019-02-06,A,5
24432,ST. ALBANS,A5,10964.0,131.0,1,1.0,1940-01-01,550000.0,2019-06-07,A,5
24433,ST. ALBANS,A1,10965.0,245.0,1,1.0,1925-01-01,645000.0,2019-04-18,A,1
24434,ST. ALBANS,A5,10965.0,260.0,1,1.0,1945-01-01,460000.0,2019-09-29,A,5
24435,ST. ALBANS,A5,10965.0,273.0,1,1.0,1945-01-01,460000.0,2019-07-26,A,5
24436,ST. ALBANS,A5,10965.0,276.0,1,1.0,1945-01-01,510000.0,2019-04-30,A,5
24437,ST. ALBANS,A5,10965.0,282.0,1,1.0,1945-01-01,510000.0,2019-07-23,A,5
24438,ST. ALBANS,A1,10966.0,206.0,1,1.0,1925-01-01,640000.0,2019-10-17,A,1
24440,ST. ALBANS,A1,10967.0,180.0,1,1.0,1925-01-01,240000.0,2019-05-08,A,1
24441,ST. ALBANS,A1,10968.0,78.0,1,1.0,1930-01-01,645000.0,2019-04-29,A,1
24444,ST. ALBANS,A1,10969.0,82.0,1,1.0,1930-01-01,410000.0,2019-05-23,A,1
24445,ST. ALBANS,A1,10970.0,18.0,1,1.0,1930-01-01,336000.0,2019-02-05,A,1
24446,ST. ALBANS,A1,10970.0,18.0,1,1.0,1930-01-01,575000.0,2019-12-20,A,1
24447,ST. ALBANS,A5,10970.0,48.0,1,1.0,1930-01-01,555000.0,2019-11-26,A,5
24448,ST. ALBANS,A1,10970.0,51.0,1,1.0,1930-01-01,905000.0,2019-08-27,A,1
24449,ST. ALBANS,A1,10971.0,6.0,1,1.0,1930-01-01,640000.0,2019-10-08,A,1
24450,ST. ALBANS,A1,10971.0,10.0,1,1.0,1930-01-01,463049.0,2019-06-14,A,1
24451,ST. ALBANS,A1,10971.0,11.0,1,1.0,1930-01-01,277500.0,2019-05-21,A,1
24453,ST. ALBANS,A5,10972.0,10.0,1,1.0,1930-01-01,352000.0,2019-04-05,A,5
24455,ST. ALBANS,A1,10974.0,227.0,1,1.0,1935-01-01,460500.0,2019-06-18,A,1
24456,ST. ALBANS,A1,10975.0,25.0,1,1.0,1930-01-01,220000.0,2019-01-08,A,1
24457,ST. ALBANS,A1,10976.0,31.0,1,1.0,1930-01-01,645000.0,2019-04-19,A,1
24458,ST. ALBANS,A1,10977.0,30.0,1,1.0,1930-01-01,580000.0,2019-01-23,A,1
24461,ST. ALBANS,A1,10978.0,37.0,1,1.0,1925-01-01,493000.0,2019-11-06,A,1
24462,ST. ALBANS,A1,10978.0,38.0,1,1.0,1925-01-01,1.0,2019-02-20,A,1
24463,ST. ALBANS,A1,10978.0,38.0,1,1.0,1925-01-01,570000.0,2019-11-15,A,1
24465,ST. ALBANS,A5,10980.0,12.0,1,1.0,1935-01-01,525000.0,2019-10-16,A,5
24466,ST. ALBANS,A5,10980.0,14.0,1,1.0,1935-01-01,275000.0,2019-09-26,A,5
24467,ST. ALBANS,A5,10980.0,14.0,1,1.0,1935-01-01,55000.0,2019-02-06,A,5
24469,ST. ALBANS,A5,10980.0,45.0,1,1.0,1935-01-01,425000.0,2019-07-02,A,5
24470,ST. ALBANS,A5,10982.0,208.0,1,1.0,1940-01-01,515000.0,2019-04-29,A,5
24471,ST. ALBANS,A5,10982.0,212.0,1,1.0,1940-01-01,530000.0,2019-07-26,A,5
24472,ST. ALBANS,A1,10983.0,47.0,1,1.0,1920-01-01,300000.0,2019-09-05,A,1
24473,ST. ALBANS,A1,10984.0,7.0,1,1.0,1920-01-01,10000.0,2019-07-29,A,1
24474,ST. ALBANS,A1,10984.0,30.0,1,1.0,1920-01-01,10.0,2019-05-31,A,1
24475,ST. ALBANS,A1,10984.0,40.0,1,1.0,1920-01-01,540000.0,2019-07-30,A,1
24476,ST. ALBANS,A1,10986.0,12.0,1,1.0,1920-01-01,310000.0,2019-06-13,A,1
24477,ST. ALBANS,A1,10987.0,30.0,1,1.0,1920-01-01,450000.0,2019-04-17,A,1
24480,ST. ALBANS,A1,10988.0,16.0,1,1.0,1920-01-01,650000.0,2019-08-30,A,1
24481,ST. ALBANS,A1,10988.0,16.0,1,1.0,1920-01-01,175000.0,2019-02-14,A,1
24482,ST. ALBANS,A1,10990.0,7.0,1,1.0,1930-01-01,560000.0,2019-11-07,A,1
24483,ST. ALBANS,A1,10990.0,10.0,1,1.0,1930-01-01,480000.0,2019-07-29,A,1
24485,ST. ALBANS,A1,10990.0,17.0,1,1.0,1930-01-01,2500.0,2019-07-05,A,1
24486,ST. ALBANS,A1,10990.0,48.0,1,1.0,1930-01-01,599000.0,2019-07-12,A,1
24487,ST. ALBANS,A1,10990.0,48.0,1,1.0,1930-01-01,180500.0,2019-02-12,A,1
24488,ST. ALBANS,A1,10992.0,3.0,1,1.0,1930-01-01,520000.0,2019-08-14,A,1
24490,ST. ALBANS,A1,10992.0,36.0,1,1.0,1930-01-01,639000.0,2019-02-28,A,1
24492,ST. ALBANS,A1,10993.0,335.0,1,1.0,1925-01-01,380000.0,2019-12-06,A,1
24493,ST. ALBANS,A1,10993.0,345.0,1,1.0,1925-01-01,1000.0,2019-03-06,A,1
24494,ST. ALBANS,A5,10994.0,29.0,1,1.0,1940-01-01,377000.0,2019-05-31,A,5
24495,ST. ALBANS,A1,10996.0,9.0,1,1.0,1925-01-01,361092.0,2019-03-26,A,1
24496,ST. ALBANS,A1,10996.0,9.0,1,1.0,1925-01-01,710000.0,2019-11-21,A,1
24497,ST. ALBANS,A1,10997.0,18.0,1,1.0,1925-01-01,570000.0,2019-11-26,A,1
24498,ST. ALBANS,A1,10997.0,23.0,1,1.0,1925-01-01,510000.0,2019-12-04,A,1
24499,ST. ALBANS,A2,10998.0,41.0,1,1.0,1945-01-01,370000.0,2019-07-09,A,2
24500,ST. ALBANS,A5,10998.0,45.0,1,1.0,1950-01-01,480000.0,2019-04-05,A,5
24501,ST. ALBANS,A5,10999.0,67.0,1,1.0,1935-01-01,480000.0,2019-05-31,A,5
24502,ST. ALBANS,A1,11001.0,6.0,1,1.0,1940-01-01,557000.0,2019-03-25,A,1
24503,ST. ALBANS,A1,11001.0,16.0,1,1.0,1940-01-01,650000.0,2019-05-30,A,1
24504,ST. ALBANS,A5,11001.0,22.0,1,1.0,1945-01-01,473800.0,2019-11-22,A,5
24505,ST. ALBANS,A2,11001.0,27.0,1,1.0,1940-01-01,550000.0,2019-05-14,A,2
24506,ST. ALBANS,A1,11004.0,95.0,1,1.0,1935-01-01,695000.0,2019-02-07,A,1
24507,ST. ALBANS,A1,11006.0,22.0,1,1.0,1935-01-01,600000.0,2019-07-26,A,1
24508,ST. ALBANS,A1,11006.0,23.0,1,1.0,1935-01-01,580000.0,2019-10-02,A,1
24509,ST. ALBANS,A1,11007.0,32.0,1,1.0,1925-01-01,175000.0,2019-07-10,A,1
24512,ST. ALBANS,A1,11009.0,22.0,1,1.0,1920-01-01,180000.0,2019-12-13,A,1
24513,ST. ALBANS,A1,11010.0,5.0,1,1.0,1920-01-01,633000.0,2019-05-17,A,1
24514,ST. ALBANS,A1,11010.0,39.0,1,1.0,1920-01-01,545000.0,2019-01-31,A,1
24515,ST. ALBANS,A1,11010.0,43.0,1,1.0,1920-01-01,547000.0,2019-02-21,A,1
24518,ST. ALBANS,A1,11011.0,55.0,1,1.0,1930-01-01,420000.0,2019-05-23,A,1
24519,ST. ALBANS,A1,11012.0,11.0,1,1.0,1920-01-01,470000.0,2019-11-13,A,1
24520,ST. ALBANS,A5,11012.0,35.0,1,1.0,1945-01-01,455000.0,2019-10-10,A,5
24521,ST. ALBANS,A5,11012.0,39.0,1,1.0,1945-01-01,395000.0,2019-09-30,A,5
24522,ST. ALBANS,A5,11013.0,8.0,1,1.0,1950-01-01,300000.0,2019-10-02,A,5
24523,ST. ALBANS,A5,11013.0,11.0,1,1.0,1950-01-01,425000.0,2019-09-24,A,5
24524,ST. ALBANS,A5,11013.0,18.0,1,1.0,1950-01-01,250000.0,2019-09-26,A,5
24526,ST. ALBANS,A5,11013.0,42.0,1,1.0,1945-01-01,285000.0,2019-10-08,A,5
24527,ST. ALBANS,A5,11014.0,54.0,1,1.0,1950-01-01,300000.0,2019-12-02,A,5
24529,ST. ALBANS,A5,11015.0,58.0,1,1.0,1945-01-01,412600.0,2019-03-29,A,5
24530,ST. ALBANS,A5,11016.0,68.0,1,1.0,1935-01-01,462000.0,2019-10-09,A,5
24531,ST. ALBANS,A5,11017.0,12.0,1,1.0,1945-01-01,250000.0,2019-07-10,A,5
24532,ST. ALBANS,A5,11017.0,21.0,1,1.0,1945-01-01,451000.0,2019-01-17,A,5
24533,ST. ALBANS,A5,11017.0,27.0,1,1.0,1945-01-01,459000.0,2019-07-31,A,5
24534,ST. ALBANS,A5,11017.0,47.0,1,1.0,1945-01-01,455000.0,2019-04-30,A,5
24535,ST. ALBANS,A5,11017.0,65.0,1,1.0,1945-01-01,425000.0,2019-05-23,A,5
24536,ST. ALBANS,A5,11018.0,14.0,1,1.0,1950-01-01,485000.0,2019-06-10,A,5
24538,ST. ALBANS,A5,11018.0,69.0,1,1.0,1955-01-01,442000.0,2019-05-14,A,5
24539,ST. ALBANS,A5,11018.0,69.0,1,1.0,1955-01-01,100000.0,2019-03-22,A,5
24541,ST. ALBANS,A5,11019.0,157.0,1,1.0,1945-01-01,450000.0,2019-02-15,A,5
24542,ST. ALBANS,A5,11019.0,159.0,1,1.0,1945-01-01,490000.0,2019-08-26,A,5
24544,ST. ALBANS,A5,11021.0,27.0,1,1.0,1950-01-01,300000.0,2019-07-22,A,5
